"product_name","new_cat","new_subcat","cat","subcat"
"Adidas Men Purple Prime Training T-shirt:Tshirts","Apparel and Accessories","Men's Clothing","Sports and Outdoors","Sports Clothing"
"Adidas Men White Isolation 2 M Basketball Shoes:Sports Shoes","Sports and Outdoors","Sports Gear and Equipments","Shoes and Footwear","Men's Footwear"
"Adidas Men White Yago Sports Shoes:Sports Shoes","Sports and Outdoors","Sports Gear and Equipments","Shoes and Footwear","Men's Footwear"
"Adidas Wallet","Apparel and Accessories","Men's Accessories","Shoes and Footwear","Men's Footwear"
"Adidas White And Black 22 Yds Trainer Men Sports Shoes (Size: 10)","Shoes and Footwear","Men's Footwear","Shoes and Footwear","Men's Footwear"
"Afficher Blue-Green-Red Pack of 3 Chinos CH119","Apparel and Accessories","null","Apparel & Accessories","Women's Clothing"
"Aimil Amycordial Syrup (200 Ml) - Combo Of 4 Bottles","Health and Wellness","Protein and Health Supplements","Grocery and Gourmet Food",
"Airnet Yellow Emergency Light","Uncategorized","null","Electronics and Appliances",
"Aishwarya designer golden saree","Apparel and Accessories","Women's Clothing","Apparel & Accessories","Women's Clothing"
"Aislin 3026b Black Bar Aviator (Fragility: TRUE  Size: Medium)","Watches, Eyewear and Jewellery","Eyewear","Watches, Eyewear and Jewellery","Eyewear"
"Akc 3 Months Warranty Sony Vaio Laptop New Cpu Cooling Fan Vgn-cs Series Laptops","Computers, Laptops and Accessories","Computer Components and Accessories","Computers and Laptops","Laptop"
"Alfa Chatter Premium Light weight Padded Jacket with Polyfill (Size: 10 Years)","Apparel and Accessories","Kids' Clothing","Apparel & Accessories","Men's Clothing"
"Aliza Stylized Tee-Navy-Amparo Blue(39531)|YPM,Yepme Black Watch(39081)|YPM,Abylene Stylized Tee-Light Grey Melange-Purple(39520)|YPM,","Unclear","null","Watches, Eyewear and Jewellery","Watches"
"Alko Plus Safety Shoe, Low - Ankle Type, APS 551, Steel Toe, Size: 9","Shoes and Footwear","null","Shoes and Footwear","Men's Footwear"
"ALLEN 1.5m Black VGA Cable for Monitor  LCD and HD TV","Mobile Phone, Tablets and Accessories","Mobile Accessories","Electronics and Appliances","TV"
"Alpha Man Sikkhi Kada For Men","Watches, Eyewear and Jewellery","Jewellery","Watches, Eyewear and Jewellery","Jewellery"
"Aluminium Aluma Wallet ID Credit Business Card Purse Holder Safety Silver","Apparel and Accessories","Men's Accessories","Shoes and Footwear","Men's Footwear"
"Alvaro Castagnino Gray$White Micro Fiber Men Set of 3 Gift Set","Apparel and Accessories","Men's Accessories","Watches, Eyewear and Jewellery","Eyewear"
"Alvaro Castagnino Women Sunglasses ASG130:Sunglasses,Jewelz Gold-Toned Drop Earrings:Earrings","Watches, Eyewear and Jewellery","Eyewear","Watches, Eyewear and Jewellery","Eyewear"
"Amaze Mobile Flip Cover for Asus Zenfone 5 A501CG","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"A-maze Purple Multiple Saree Cover And Blouse Cover - Combo Of 5","Handbags, Bags and Luggage","null","Apparel & Accessories","Women's Clothing"
"A-Maze Purple Satin Blouse Cover - Upto 15 Pcs","Handbags, Bags and Luggage","Luggage and Bags","Apparel & Accessories","Women's Clothing"
"Ambic Nav Paurush Capsules 15 Caps & 15 Tablets x 4 Strip- Pack Of 4","Health and Wellness","Sexual Wellness","Health and Wellness","Protein and Health Supplements"
"Ambrane 7 inch Tablet Combo(Tab Keyboard/USB Optical Mouse/Tab AK 7000/2 Back Cover) with 8GB card","Mobile Phone, Tablets and Accessories","Tablets","Mobile Phone, Tablets and Accesories","Tablets"
"Ambrane A3-7 Plus 3G Calling Android Tablet - White","Mobile Phone, Tablets and Accessories","Tablets","Mobile Phone, Tablets and Accesories","Tablets"
"Ambrane A707","Mobile Phone, Tablets and Accessories","Tablets","Mobile Phone, Tablets and Accesories","Tablets"
"Ambrane A-707 Android Tablet - White","Mobile Phone, Tablets and Accessories","Tablets","Mobile Phone, Tablets and Accesories","Tablets"
"Ambrane Combo Of White P-1000 Star(10400mah) Power Bank And Black 2200mah Power Bank","Mobile Phone, Tablets and Accessories","Powerbanks","Mobile Phone, Tablets and Accesories","Tablets"
"Ambrane P-1000 (STAR) 10400 mAh Power Bank (Made in India) With Samsung Lithium ion cells (Color: Black)","Mobile Phone, Tablets and Accessories","Powerbanks","Mobile Phone, Tablets and Accesories","Powerbanks"
"Ambrane P-26 2600mAh White with Original Samsung Cells","Mobile Phone, Tablets and Accessories","Powerbanks","Mobile Phone, Tablets and Accesories","Powerbanks"
"American Crew Men's Necktie Black Paisley Pure Micro","Apparel and Accessories","Men's Accessories","Apparel & Accessories","Men's Clothing"
"American Diamond Studded Wrist Bracelet Cum Watch - Women","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"American Dry Fruits Kaju Katli In Mithai Box Net Wt 250gms","Grocery and Gourmet Food","Frozen Food Items","Grocery and Gourmet Food",
"American Tourister Brown Traveller Wallet For Men","Apparel and Accessories","Men's Clothing","Shoes and Footwear","Men's Footwear"
"American Tourister Stream Alfa Cabin Luggage - 21.7 inch","Handbags, Bags and Luggage","Luggage and Bags","Handbags, Bags and Luggage",
"Amora Designer Menswear Kurta & Churidhar Set - White","Apparel and Accessories","Men's Clothing","Apparel & Accessories","Women's Clothing"
"Amore Reading Teddy Laptop Skin","Computers, Laptops and Accessories","Computer Components and Accessories","Computers and Laptops","Computer Accessories"
"Amway Nutrilite Daily (120 Tablet)","Health and Wellness","Protein and Health Supplements","Health and Wellness","Protein and Health Supplements"
"Amway Nutrilite Fiber - 200 Gm","Health and Wellness","Protein and Health Supplements","Health and Wellness","Protein and Health Supplements"
"Amway Nutrilite Fiber (200 gm) | Amway Nutrilite Fiber (200 gm)","Health and Wellness","Protein and Health Supplements","Health and Wellness","Protein and Health Supplements"
"Amway Nutrilite Protein Powder (500gms)","Health and Wellness","Protein and Health Supplements","Health and Wellness","Protein and Health Supplements"
"Amway Nutrilite Salmon Omega 3 (60 Softgels)","Health and Wellness","Protein and Health Supplements","Health and Wellness","Protein and Health Supplements"
"Amy Bob Marley Men's Wallet","Apparel and Accessories","Men's Accessories","Shoes and Footwear","Men's Footwear"
"Amy Hundered Doller Pattern Men's Wallet","Apparel and Accessories","Men's Accessories","Shoes and Footwear","Men's Footwear"
"Amyra Lifestyle Black Black Silver Titanium Leather Bracelet","Watches, Eyewear and Jewellery","Jewellery","Watches, Eyewear and Jewellery","Jewellery"
"Amzer 86149 Luxe Argyle Skin Case - Smoke Grey for iPhone 3G","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"Amzer 93944 Soft Gel TPU Gloss Skin Case - White for Nokia 808 PureView","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"Amzer 97230 Screen Guard for Mi3","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"Amzer Back Cover for Moto G (2nd Gen)","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"Anchor Bracelets","Watches, Eyewear and Jewellery","Jewellery","Watches, Eyewear and Jewellery","Jewellery"
"Aoito Classic Golden Aviator Sunglass","Watches, Eyewear and Jewellery","Eyewear","Watches, Eyewear and Jewellery","Eyewear"
"Apple iPad Air 16 GB Wifi + Cellular (Silver)","Mobile Phone, Tablets and Accessories","Tablets","Mobile Phone, Tablets and Accesories","Tablets"
"Apple iPad Air 32 GB Wifi +Cellular (Space Gray)","Mobile Phone, Tablets and Accessories","Tablets","Mobile Phone, Tablets and Accesories","Tablets"
"Apple iPhone 4 Smartphone (32gb White)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobile Accessories"
"Apple iPhone 4S","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 4S 8 GB (Black),Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 4S 8 GB (White)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 4S 8 GB (White),Apple iPhone 4S 8 GB (Black)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 4S 8 GB (White),Apple iPhone 4S 8 GB (White)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 4s 8GB Black","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple Iphone 4S-16GB-White","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5 5S Wallet Flip Cover Case Black Trendy Designed By PTron","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"Apple Iphone 5 Earphone With Remote  amp  Mic Orginal Sound","Electronics and Appliances","Headphones and Earphones","Mobile Phone, Tablets and Accesories","Mobile Accessories"
"Apple iPhone 5C 8 GB (Blue)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5C 8GB (White)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iphone 5c 8gb green","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5G 5S Transparent Basketball With Apple Logo Back Cover Case","Mobile Phone, Tablets and Accessories","Mobile Accessories","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5S","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5S 16 GB (Gold)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5S 16 GB (Silver)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5S 16 GB (Space Grey)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5S 64 GB (Gold)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 5S 64 GB Space Grey","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 - 16 GB (Color: Gold)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 - 64 GB (Color: Gold)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 - 64 GB (Color: Space Grey),Apple iPhone 6 - 64 GB (Color: Space Grey)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 16 GB (Gold)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 16 GB (Space Grey)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 64 GB (Gold)","Mobile Phone, Tablets and Accessories","Powerbanks","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone 6 Plus 16 GB (Gold)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPhone-4S 32GB (Black)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPod Touch 16 GB MP4 Player","Electronics and Appliances","Audio and Video Accessories","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPod Touch 32GB White (5th Generation)","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple iPod touch 64GB Blue (5th Generation)","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Mobiles"
"Apple Shape Led Touch Watch","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Arc Webcamera 15 megapixel with LED","Camera and Photos","null","Computers and Laptops","Computer Accessories"
"Areon Car Perfume Freshener Passion Gel","Automotive","Car Accessories","Automotive","Car Accesories"
"Arpera Slim Black Genuine Leather Mens Wallet","Apparel and Accessories","Men's Accessories","Shoes and Footwear","Men's Footwear"
"Art Prints","Home and Kitchen","Home Decor and Furnishing","Home and Kitchen","Home Decor"
"Ascension 15 Watt Bright White Energy Saving Led Bulb - Pack Of 2","Home and Kitchen","Home Decor and Furnishing","Electronics and Appliances",
"Asian Black Sports Shoes (Size: 6)","Sports and Outdoors","Sports Gear and Equipments","Shoes and Footwear","Men's Footwear"
"Asian Bullet-02 Walking Shoes","Shoes and Footwear","Men's Footwear","Shoes and Footwear","Men's Footwear"
"Asian Plastics Mahindra Key Chain","Uncategorized","null","Gifts",
"Asics Men Catchy Indoor Sports Shoes Gel-Rocket 7 (Size: 9)","Sports and Outdoors","Sports Gear and Equipments","Shoes and Footwear","Men's Footwear"
"Assorted Pack of 7 Watches","Watches, Eyewear and Jewellery","Watches","Watches, Eyewear and Jewellery","Watches"
"Asus AM1M-A AMD AM1 Socket-based SoC Athlon and Sempron Series APUs Desktop/ Computer Motheboard","Computers, Laptops and Accessories","Computer Components and Accessories","Computers and Laptops","Computer Accessories"
"Asus DRW-24D3ST DVD Burner Internal Optical Drive","Computers, Laptops and Accessories","Computer Components and Accessories","Computers and Laptops","Computer Accessories"
"Asus Flip Cover for Asus ZenFone 5 A500CG / A501CG","Mobile Phone, Tablets and Accessories","Case, Cover and Screenguards","Mobile Phone, Tablets and Accesories","Case, Cover and Screenguards"
"Asus Zenfone 4 A400CXG","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 4 A450CG","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 5 A501CG","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 5 A501CG (Black  with 16 GB) with 1 yr Manufacturer Warranty|Asus Zenfone 5 A501CG (Black  with 16 GB) with 1 yr Manufacturer Warranty","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 5 A501CG black","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 5 A501CG white","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 5 A502Cg Black","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone 6 A600CG /A601CG","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"Asus Zenfone C ZC451CG","Mobile Phone, Tablets and Accessories","Mobiles","Mobile Phone, Tablets and Accesories","Mobiles"
"ASW220420143ST + AI-FGPNS","Unclear","null","Mobile Phone, Tablets and Accesories","Mobiles"
"At Classic Long Ankle Shoes (Size UK/Ind: 7)","Shoes and Footwear","null","Shoes and Footwear","Men's Footwear"
"At Classic Seude Branded Loafers (Size: 10)","Shoes and Footwear","null","Shoes and Footwear","Men's Footwear"
